 Z=  99 A= 227  Es beta2= 0.01 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
  11.200   1.849777E-05   4.645370E-07   2.901986E-09   2.414594E-10   7.012871E-11   8.757903E-06   4.446490E-07   6.807915E-09  -3.153736E-09   5.400898E-10
  11.300   1.513246E-05   4.035185E-07   3.902670E-09   1.291590E-10   3.632507E-11   7.252847E-06   3.833147E-07   7.101922E-09  -2.629359E-09   4.243088E-10
  11.400   1.233586E-05   3.504911E-07   4.416726E-09   5.716899E-11   1.335912E-11   5.989984E-06   3.302920E-07   7.025231E-09  -2.170819E-09   3.323619E-10
  11.500   1.001615E-05   3.038699E-07   4.588994E-09   1.349583E-11  -1.597577E-12   4.930024E-06   2.840655E-07   6.705711E-09  -1.775076E-09   2.595138E-10
  11.600   8.096980E-06   2.625641E-07   4.527231E-09  -1.080577E-11  -1.073868E-11   4.041165E-06   2.435369E-07   6.236223E-09  -1.437701E-09   2.019525E-10
  11.700   6.514370E-06   2.258250E-07   4.311132E-09  -2.230394E-11  -1.575006E-11   3.297290E-06   2.079043E-07   5.683533E-09  -1.153434E-09   1.566057E-10
  11.800   5.214386E-06   1.931324E-07   3.999231E-09  -2.573040E-11  -1.791233E-11   2.676638E-06   1.765702E-07   5.095032E-09  -9.166032E-10   1.209976E-10
  11.900   4.151322E-06   1.641097E-07   3.634131E-09  -2.441457E-11  -1.818441E-11   2.160839E-06   1.490732E-07   4.503757E-09  -7.214515E-10   9.313369E-11
  12.000   3.286314E-06   1.384644E-07   3.246449E-09  -2.063014E-11  -1.727172E-11   1.734203E-06   1.250392E-07   3.932132E-09  -5.623726E-10   7.140932E-11
  12.100   2.586265E-06   1.159476E-07   2.857793E-09  -1.586955E-11  -1.568186E-11   1.383221E-06   1.041472E-07   3.394755E-09  -4.340776E-10   5.453624E-11
  12.200   2.022991E-06   9.632805E-08   2.482986E-09  -1.105919E-11  -1.376989E-11   1.096195E-06   8.610733E-08   2.900467E-09  -3.317046E-10   4.148269E-11
  12.300   1.572535E-06   7.937844E-08   2.131748E-09  -6.725928E-12  -1.177510E-11   8.629783E-07   7.064803E-08   2.453892E-09  -2.508810E-10   3.142488E-11
  12.400   1.214596E-06   6.486889E-08   1.809972E-09  -3.123800E-12  -9.850484E-12   6.747686E-07   5.750890E-08   2.056593E-09  -1.877502E-10   2.370733E-11
  12.500   9.320481E-07   5.256625E-08   1.520697E-09  -3.287673E-13  -8.086175E-12   5.239564E-07   4.643864E-08   1.707949E-09  -1.389699E-10   1.781040E-11
  12.600   7.105241E-07   4.223648E-08   1.264859E-09   1.692221E-12  -6.527823E-12   4.039952E-07   3.719538E-08   1.405817E-09  -1.016902E-10   1.332383E-11
  12.700   5.380470E-07   3.364871E-08   1.041880E-09   3.032231E-12  -5.190708E-12   3.092887E-07   2.954857E-08   1.147042E-09  -7.351807E-11   9.925071E-12
  12.800   4.047033E-07   2.657980E-08   8.501287E-10   3.810874E-12  -4.070408E-12   2.350901E-07   2.328139E-08   9.278547E-10  -5.247301E-11   7.361616E-12
  12.900   3.023491E-07   2.081850E-08   6.872816E-10   4.152551E-12  -3.150647E-12   1.774071E-07   1.819299E-08   7.441723E-10  -3.693898E-11   5.436703E-12
  13.000   2.243478E-07   1.616893E-08   5.506095E-10   4.173308E-12  -2.408903E-12   1.329119E-07   1.410030E-08   5.918275E-10  -2.561511E-11   3.997702E-12
  13.100   1.653356E-07   1.245294E-08   4.371957E-10   3.973825E-12  -1.820270E-12   9.885738E-08   1.083914E-08   4.667406E-10  -1.746828E-11   2.926768E-12
  13.200   1.210143E-07   9.511527E-09   3.441021E-10   3.636607E-12  -1.359989E-12   7.299740E-08   8.264613E-09   3.650422E-10  -1.168877E-11   2.133346E-12
  13.300   8.796925E-08   7.205222E-09   2.684902E-10   3.225888E-12  -1.004989E-12   5.351348E-08   6.250771E-09   2.831548E-10  -7.650384E-12   1.548185E-12
