 Z= 101 A= 227  Md beta2= 0.01 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
  10.400   7.945847E-05   5.226828E-07  -2.667381E-07   2.319197E-08   1.209344E-09   4.573201E-05   1.696830E-06  -5.120255E-07   3.028091E-08   4.966875E-09
  10.500   6.573756E-05   4.063866E-07  -1.960420E-07   1.718028E-08   8.144727E-10   3.781002E-05   1.405462E-06  -4.079229E-07   2.378995E-08   3.938389E-09
  10.600   5.446784E-05   3.247887E-07  -1.429117E-07   1.259164E-08   5.240222E-10   3.137567E-05   1.172912E-06  -3.256246E-07   1.871385E-08   3.124350E-09
  10.700   4.517200E-05   2.677718E-07  -1.032328E-07   9.113909E-09   3.133246E-10   2.611361E-05   9.857629E-07  -2.604113E-07   1.473911E-08   2.479821E-09
  10.800   3.747433E-05   2.278006E-07  -7.380559E-08   6.499490E-09   1.631176E-10   2.178113E-05   8.337008E-07  -2.086017E-07   1.162205E-08   1.969173E-09
  10.900   3.107835E-05   1.993417E-07  -5.215100E-08   4.552448E-09   5.846013E-11   1.819119E-05   7.088360E-07  -1.673271E-07   9.173426E-09   1.564253E-09
  11.000   2.574922E-05   1.784044E-07  -3.635556E-08   3.118174E-09  -1.217586E-11   1.519944E-05   6.051593E-07  -1.343536E-07   7.246375E-09   1.242869E-09
  11.100   2.129999E-05   1.621772E-07  -2.494811E-08   2.075068E-09  -5.764679E-11   1.269403E-05   5.181149E-07  -1.079402E-07   5.726940E-09   9.875497E-10
  11.200   1.758087E-05   1.487413E-07  -1.680247E-08   1.327887E-09  -8.473407E-11   1.058788E-05   4.442644E-07  -8.672846E-08   4.526669E-09   7.845390E-10
  11.300   1.447097E-05   1.368442E-07  -1.106092E-08   8.024028E-10  -9.861176E-11   8.812679E-06   3.810224E-07  -6.965648E-08   3.576871E-09   6.230018E-10
  11.400   1.187182E-05   1.257222E-07  -7.074099E-09   4.411272E-10  -1.032113E-10   7.314308E-06   3.264494E-07  -5.589172E-08   2.824140E-09   4.943940E-10
  11.500   9.702519E-06   1.149600E-07  -4.353839E-09   1.998662E-10  -1.015034E-10   6.049376E-06   2.790890E-07  -4.477933E-08   2.226888E-09   3.919670E-10
  11.600   7.895932E-06   1.043815E-07  -2.536221E-09   4.494655E-11  -9.571443E-11   4.982597E-06   2.378409E-07  -3.580206E-08   1.752659E-09   3.103814E-10
